"time [s]";"load factor";"airspeed [km/h]"
899.9;0.99;92.1715
900.0;1.02;93.2688
900.1;1.18;93.2688
900.2;1.02;88.8797
900.3;0.89;88.8797
900.4;0.9;92.1715
900.5;1.12;92.1715
900.6;1.06;98.7552
900.7;1.14;98.7552
900.8;1.14;98.7552
900.9;1.19;98.7552
901.0;1.11;100.95
901.1;1.48;100.95
901.2;0.97;99.8525
901.3;1.49;96.5606
901.4;1.06;93.2688
901.5;0.73;95.4634
901.6;0.98;96.5606
901.7;1.01;97.6579
901.8;1;95.4634
901.9;0.92;94.3661
902.0;1.06;96.5606
902.1;0.78;98.7552
902.2;0.86;96.5606
902.3;0.78;100.95
902.4;0.89;100.95
902.5;0.94;98.7552
902.6;1.07;98.7552
902.7;1.1;99.8525
902.8;1;99.8525
902.9;0.84;99.8525
903.0;0.99;95.4634
903.1;1.06;95.4634
903.2;1.31;97.6579
903.3;1.07;97.6579
903.4;1.27;102.047
903.5;1.16;99.8525
903.6;1.22;104.242
903.7;0.94;104.242
903.8;1.04;103.144
903.9;1.4;104.242
904.0;1;105.339
904.1;0.97;104.242
904.2;1.29;108.631
904.3;1.22;107.533
904.4;1.13;105.339
904.5;1.13;106.436
904.6;1.25;107.533
904.7;1.23;107.533
904.8;1.13;106.436
904.9;1.09;106.436
905.0;1.05;107.533
905.1;1.03;106.436
905.2;1.06;106.436
905.3;1;105.339
905.4;0.92;105.339
905.5;0.98;105.339
905.6;0.99;104.242
905.7;0.99;103.144
905.8;0.89;103.144
905.9;0.95;103.144
906.0;0.89;100.95
906.1;0.94;102.047
906.2;1.04;99.8525
906.3;0.89;102.047
906.4;0.95;105.339
906.5;1.16;104.242
906.6;1.01;104.242
906.7;1.06;104.242
906.8;1.1;105.339
906.9;1.11;103.144
907.0;1.15;104.242
907.1;1.11;106.436
907.2;1.13;104.242
907.3;1.08;105.339
907.4;1.13;104.242
907.5;1.2;103.144
907.6;1.16;105.339
907.7;1.05;104.242
907.8;1.08;105.339
907.9;1.17;106.436
908.0;1.13;104.242
908.1;1.22;104.242
908.2;1.01;103.144
908.3;0.94;103.144
908.4;0.97;100.95
908.5;1.07;100.95
908.6;1.07;102.047
908.7;0.97;104.242
908.8;1.09;105.339
908.9;0.97;104.242
909.0;1.12;100.95
909.1;1.22;103.144
909.2;0.98;106.436
909.3;1.13;104.242
909.4;1.22;105.339
909.5;1.23;103.144
909.6;1.03;103.144
909.7;0.98;104.242
909.8;1.07;102.047
909.9;1.09;103.144
910.0;0.99;104.242
910.1;0.95;103.144
910.2;1.05;104.242
910.3;1.07;104.242
910.4;1;103.144
910.5;0.95;103.144
910.6;1.07;103.144
910.7;1.04;103.144
910.8;0.96;102.047
910.9;1;100.95
911.0;1.12;102.047
911.1;1.05;99.8525
911.2;1.02;100.95
911.3;1;100.95
911.4;0.92;103.144
911.5;1.12;99.8525
911.6;1.32;102.047
911.7;1.01;100.95
911.8;0.94;103.144
911.9;1.24;103.144
912.0;1.01;104.242
912.1;1.15;103.144
912.2;1.2;102.047
912.3;1.16;100.95
912.4;1.18;103.144
912.5;0.95;100.95
912.6;0.75;100.95
912.7;1.03;103.144
912.8;1.36;103.144
912.9;0.99;100.95
913.0;0.96;103.144
913.1;1.06;103.144
913.2;1.07;103.144
913.3;1.07;103.144
913.4;1.06;100.95
913.5;1;100.95
913.6;1.2;103.144
913.7;1.38;102.047
913.8;1.46;103.144
913.9;1.4;103.144
914.0;1.26;103.144
914.1;1.19;102.047
914.2;1.22;100.95
914.3;1.15;99.8525
914.4;1.13;99.8525
914.5;1.19;99.8525
914.6;1.17;102.047
914.7;1.29;100.95
914.8;1.22;102.047
914.9;1.33;100.95
915.0;1.35;103.144
915.1;1.3;103.144
915.2;1.25;102.047
915.3;1.33;102.047
915.4;1.26;100.95
915.5;1.31;100.95
915.6;1.3;100.95
915.7;1.35;103.144
915.8;1.33;100.95
915.9;1.35;102.047
916.0;1.38;102.047
916.1;1.41;100.95
916.2;1.27;99.8525
916.3;1.34;104.242
916.4;1.48;103.144
916.5;1.25;105.339
916.6;1.17;104.242
916.7;1.14;104.242
916.8;1.25;104.242
916.9;1.48;104.242
917.0;1.63;104.242
917.1;1.48;105.339
917.2;1.47;104.242
917.3;1.25;104.242
917.4;1.23;102.047
917.5;1.35;100.95
917.6;1.06;97.6579
917.7;1.05;99.8525
917.8;1.06;97.6579
917.9;0.98;98.7552
918.0;1.2;98.7552
918.1;1.11;98.7552
918.2;1.08;99.8525
918.3;1.1;97.6579
918.4;1.07;96.5606
918.5;1.16;98.7552
918.6;1.25;100.95
918.7;1.24;100.95
918.8;1.36;104.242
918.9;1.35;102.047
919.0;1.34;103.144
919.1;1.57;103.144
919.2;1.26;105.339
919.3;1.38;103.144
919.4;1.5;103.144
919.5;1.45;106.436
919.6;1.84;103.144
919.7;1.48;104.242
919.8;1.32;103.144
919.9;1.63;102.047
920.0;1.52;107.533
920.1;1.49;107.533
920.2;1.37;106.436
920.3;1.55;100.95
920.4;2.3;99.8525
920.5;1.66;99.8525
920.6;1.67;100.95
920.7;1.54;102.047
920.8;1.28;107.533
920.9;1.86;102.047
921.0;1.84;102.047
921.1;1.46;100.95
921.2;1.26;100.95
921.3;1.43;104.242
921.4;1.18;99.8525
921.5;0.71;97.6579
921.6;1.13;99.8525
921.7;1.06;97.6579
921.8;1.04;96.5606
921.9;1.2;97.6579
922.0;1.11;98.7552
922.1;1.08;98.7552
922.2;0.93;98.7552
922.3;0.95;95.4634
922.4;0.82;94.3661
922.5;0.79;94.3661
922.6;0.71;95.4634
922.7;0.93;94.3661
922.8;0.84;95.4634
922.9;0.86;98.7552
923.0;1.05;98.7552
923.1;0.99;98.7552
923.2;0.85;97.6579
923.3;0.87;96.5606
923.4;0.96;96.5606
923.5;0.92;93.2688
923.6;1.1;94.3661
923.7;1.12;95.4634
923.8;1.11;99.8525
923.9;1.2;98.7552
924.0;1.28;98.7552
924.1;1.5;99.8525
924.2;1.33;100.95
924.3;1.24;100.95
924.4;1.26;102.047
924.5;1.35;103.144
924.6;1.31;103.144
924.7;1.27;102.047
924.8;1.3;99.8525
924.9;1.21;102.047
925.0;0.99;97.6579
925.1;1;98.7552
925.2;1.1;98.7552
925.3;1.05;98.7552
925.4;0.97;97.6579
925.5;0.89;98.7552
925.6;0.95;97.6579
925.7;0.95;96.5606
925.8;0.89;96.5606
925.9;0.82;97.6579
926.0;0.89;99.8525
926.1;1.14;96.5606
926.2;0.9;96.5606
926.3;0.89;97.6579
926.4;0.96;97.6579
926.5;1.11;98.7552
926.6;1.12;102.047
926.7;1.1;102.047
926.8;1.11;103.144
926.9;1.09;100.95
927.0;1.09;99.8525
927.1;1.12;99.8525
927.2;1.23;99.8525
927.3;1.19;100.95
927.4;1.19;102.047
927.5;1.25;102.047
927.6;1.25;100.95
927.7;1.21;99.8525
927.8;1.14;99.8525
927.9;1.03;99.8525
928.0;1.06;99.8525
928.1;1.09;102.047
928.2;1.15;104.242
928.3;1.25;103.144
928.4;1.13;103.144
928.5;1.14;98.7552
928.6;1.07;97.6579
928.7;1.22;99.8525
928.8;1.22;99.8525
928.9;1.04;99.8525
929.0;1.21;98.7552
929.1;1.17;100.95
929.2;1.24;103.144
929.3;1.12;104.242
929.4;1.04;104.242
929.5;1.06;100.95
929.6;1.22;100.95
929.7;1.07;103.144
929.8;1.07;103.144
929.9;1.08;103.144
930.0;1.08;104.242
930.1;1.17;103.144
930.2;1.1;104.242
930.3;1.15;100.95
930.4;0.92;102.047
930.5;1.03;103.144
930.6;1.08;102.047
930.7;1.01;103.144
930.8;1.02;103.144
930.9;1.04;104.242
931.0;1;104.242
931.1;0.98;102.047
931.2;0.96;104.242
931.3;1.1;104.242
931.4;1.05;106.436
931.5;0.95;104.242
931.6;1.01;105.339
931.7;1.05;104.242
931.8;1.12;104.242
931.9;1.15;103.144
932.0;1.06;103.144
932.1;1.09;104.242
932.2;1.09;100.95
932.3;1.06;102.047
932.4;1.09;104.242
932.5;1.1;105.339
932.6;0.99;104.242
932.7;1.17;104.242
932.8;1.14;104.242
932.9;1.09;103.144
933.0;1.13;105.339
933.1;1.15;103.144
933.2;1.1;104.242
933.3;1.14;107.533
933.4;1.14;105.339
933.5;1.1;104.242
933.6;1.11;104.242
933.7;1.08;102.047
933.8;1.07;104.242
933.9;1.09;104.242
934.0;1.05;102.047
934.1;0.99;103.144
934.2;1.13;100.95
934.3;1;102.047
934.4;1.03;103.144
934.5;1.08;103.144
934.6;1.06;103.144
934.7;0.99;99.8525
934.8;0.89;104.242
934.9;1.02;105.339
935.0;0.99;104.242
935.1;1.05;103.144
935.2;1.03;103.144
935.3;1.05;104.242
935.4;1.09;106.436
935.5;1.15;103.144
935.6;1.09;104.242
935.7;1.15;104.242
935.8;1.1;105.339
935.9;1.14;103.144
936.0;1.14;104.242
936.1;1.08;104.242
936.2;1.08;103.144
936.3;1.14;103.144
936.4;1.11;100.95
936.5;1.07;102.047
936.6;1.12;99.8525
936.7;1.09;100.95
936.8;1.1;103.144
936.9;1.05;104.242
937.0;1.1;102.047
937.1;1.25;104.242
937.2;1.26;103.144
937.3;1.07;100.95
937.4;0.98;104.242
937.5;1.26;102.047
937.6;1.14;106.436
937.7;1.03;104.242
937.8;1.02;103.144
937.9;0.97;102.047
938.0;0.93;100.95
938.1;0.97;100.95
938.2;0.9;104.242
938.3;0.98;104.242
938.4;1.12;102.047
938.5;1.01;100.95
938.6;0.97;102.047
938.7;1.02;99.8525
938.8;0.9;102.047
938.9;1.08;102.047
939.0;1.07;103.144
939.1;0.96;99.8525
939.2;0.82;102.047
939.3;0.98;102.047
939.4;1.16;102.047
939.5;1.05;98.7552
939.6;0.99;102.047
939.7;1.04;103.144
939.8;1.25;103.144
939.9;1.32;102.047
940.0;1.14;105.339
940.1;1.22;102.047
940.2;1.08;104.242
940.3;1.31;105.339
940.4;1.11;108.631
940.5;1.16;108.631
940.6;1.25;106.436
940.7;1.23;105.339
940.8;1.16;102.047
940.9;1.17;102.047
941.0;1.07;99.8525
941.1;1.16;103.144
941.2;1.19;102.047
941.3;0.95;102.047
941.4;0.97;103.144
941.5;1.17;99.8525
941.6;0.94;100.95
941.7;1.01;98.7552
941.8;0.96;99.8525
941.9;1.07;99.8525
942.0;0.92;100.95
942.1;1.12;103.144
942.2;0.94;102.047
942.3;0.97;100.95
942.4;0.71;107.533
942.5;0.9;106.436
942.6;0.9;105.339
942.7;1.2;107.533
942.8;1.33;109.728
942.9;1.36;108.631
943.0;1.36;105.339
943.1;0.72;106.436
943.2;0.88;106.436
943.3;1.22;105.339
943.4;0.92;104.242
943.5;0.85;104.242
943.6;0.87;103.144
943.7;0.87;102.047
943.8;0.95;100.95
943.9;0.96;102.047
944.0;0.98;102.047
944.1;1.01;100.95
944.2;1.08;104.242
944.3;1.1;104.242
944.4;1.46;105.339
944.5;1.27;104.242
944.6;1.11;103.144
944.7;1.21;100.95
944.8;1.35;100.95
944.9;1.08;104.242
945.0;1.04;105.339
945.1;1.26;104.242
945.2;1.3;102.047
945.3;1.12;103.144
945.4;0.89;102.047
945.5;0.8;99.8525
945.6;1.01;99.8525
945.7;0.87;99.8525
945.8;1.07;100.95
945.9;0.85;97.6579
946.0;0.88;100.95
946.1;1.15;102.047
946.2;0.77;99.8525
946.3;1.38;103.144
946.4;1.15;104.242
946.5;1.2;102.047
946.6;1.1;100.95
946.7;1;100.95
946.8;0.92;98.7552
946.9;1.15;102.047
947.0;1.09;98.7552
947.1;0.92;99.8525
947.2;0.95;99.8525
947.3;0.96;97.6579
947.4;1.19;100.95
947.5;1.09;105.339
947.6;1.18;107.533
947.7;1.39;104.242
947.8;1.28;99.8525
947.9;1.17;102.047
948.0;1.48;99.8525
948.1;0.97;97.6579
948.2;0.7;99.8525
948.3;1.19;100.95
948.4;1.14;100.95
948.5;1.15;102.047
948.6;1.09;99.8525
948.7;0.99;100.95
948.8;1.41;102.047
948.9;1.43;100.95
949.0;1.06;104.242
949.1;0.9;104.242
949.2;1.18;103.144
949.3;1.14;100.95
949.4;1.14;102.047
949.5;0.87;98.7552
949.6;0.8;100.95
949.7;1.16;98.7552
949.8;1;99.8525
949.9;0.9;99.8525
950.0;0.93;99.8525
950.1;0.78;97.6579
950.2;0.75;96.5606
950.3;0.78;97.6579
950.4;0.9;97.6579
950.5;0.91;97.6579
950.6;0.94;98.7552
950.7;1;97.6579
950.8;1.07;97.6579
950.9;1.05;98.7552
951.0;1.15;98.7552
951.1;1.14;100.95
951.2;1;102.047
951.3;1.14;103.144
951.4;1.19;99.8525
951.5;1.28;103.144
951.6;1.31;105.339
951.7;1.13;103.144
951.8;1.19;104.242
951.9;1.21;103.144
952.0;1.3;104.242
952.1;1.38;103.144
952.2;1.16;102.047
952.3;1.16;102.047
952.4;1.1;99.8525
952.5;1.17;100.95
952.6;0.97;99.8525
952.7;0.9;99.8525
952.8;0.93;102.047
952.9;1.14;102.047
953.0;1.03;102.047
953.1;0.88;98.7552
953.2;0.96;99.8525
953.3;1.21;102.047
953.4;0.98;100.95
953.5;1.06;97.6579
953.6;1.06;98.7552
953.7;1.07;99.8525
953.8;1.03;102.047
953.9;1.07;99.8525
954.0;0.9;98.7552
954.1;1.2;102.047
954.2;1.15;103.144
954.3;1.14;100.95
954.4;0.92;102.047
954.5;1.13;100.95
954.6;1.12;102.047
954.7;1.02;102.047
954.8;1.1;102.047
954.9;1.03;98.7552
955.0;1.25;100.95
955.1;1.42;103.144
955.2;1.22;99.8525
955.3;0.99;98.7552
955.4;1.04;100.95
955.5;1.09;99.8525
955.6;1.16;99.8525
955.7;1.28;97.6579
955.8;1.06;98.7552
955.9;1.17;99.8525
956.0;1.27;99.8525
956.1;1.78;100.95
956.2;1.12;100.95
956.3;1.15;100.95
956.4;1.32;99.8525
956.5;1.46;99.8525
956.6;1.46;102.047
956.7;1.26;102.047
956.8;1.33;104.242
956.9;1.56;104.242
957.0;1.57;103.144
957.1;1.44;106.436
957.2;1.43;103.144
957.3;1.42;105.339
957.4;1.66;103.144
957.5;1.41;105.339
957.6;1.19;106.436
957.7;1.24;105.339
957.8;1.26;104.242
957.9;1.48;102.047
958.0;1.53;105.339
958.1;1.47;104.242
958.2;1.8;106.436
958.3;1.57;105.339
958.4;1.21;105.339
958.5;1.28;104.242
958.6;1.42;104.242
958.7;1.26;103.144
958.8;1.34;104.242
958.9;1.41;104.242
959.0;1.29;104.242
959.1;1.19;103.144
959.2;1.25;102.047
959.3;1.3;100.95
959.4;1.17;99.8525
959.5;1.2;97.6579
959.6;1.1;98.7552
959.7;1.13;95.4634
959.8;1.35;98.7552
959.9;1.07;104.242
960.0;1.22;103.144
960.1;1.32;103.144
960.2;1.55;100.95
960.3;1.46;99.8525
960.4;1.28;98.7552
960.5;1.24;98.7552
960.6;1.2;98.7552
960.7;1.09;97.6579
960.8;0.84;97.6579
960.9;1.15;99.8525
961.0;1.12;103.144
961.1;1.16;103.144
961.2;1.51;105.339
961.3;1.52;108.631
961.4;1.31;106.436
961.5;1.19;107.533
961.6;1.7;108.631
961.7;1.56;107.533
961.8;1.56;109.728
961.9;1.52;108.631
962.0;1.46;107.533
962.1;1.28;107.533
962.2;1.54;103.144
962.3;1.65;105.339
962.4;1.44;106.436
962.5;1.34;107.533
962.6;1.37;107.533
962.7;1.68;106.436
962.8;1.63;105.339
962.9;1.37;106.436
963.0;1.38;106.436
963.1;1.38;105.339
963.2;1.4;105.339
963.3;1.34;105.339
963.4;1.38;107.533
963.5;1.61;107.533
963.6;1.58;109.728
963.7;1.32;110.825
963.8;1.57;109.728
963.9;1.19;108.631
964.0;1.37;108.631
964.1;1.25;107.533
964.2;1.27;105.339
964.3;1.06;105.339
964.4;0.93;102.047
964.5;1.11;99.8525
964.6;1.13;100.95
964.7;1.17;99.8525
964.8;0.88;103.144
964.9;0.9;100.95
965.0;0.88;98.7552
965.1;0.91;98.7552
965.2;0.99;97.6579
965.3;0.84;99.8525
965.4;0.86;99.8525
965.5;0.9;97.6579
965.6;0.85;99.8525
965.7;0.91;98.7552
965.8;0.97;97.6579
965.9;0.96;98.7552
966.0;1.03;99.8525
966.1;1.03;102.047
966.2;1.04;103.144
966.3;1.04;99.8525
966.4;1.08;100.95
966.5;1.17;100.95
966.6;1.2;100.95
966.7;1.18;99.8525
966.8;0.86;102.047
966.9;0.87;98.7552
967.0;1.17;102.047
967.1;1.28;104.242
967.2;1.21;103.144
967.3;1.19;99.8525
967.4;1.34;99.8525
967.5;1.38;99.8525
967.6;1.28;102.047
967.7;1.25;100.95
967.8;1.03;99.8525
967.9;1.14;100.95
968.0;1.03;99.8525
968.1;0.85;95.4634
968.2;1.1;98.7552
968.3;1.05;99.8525
968.4;1.1;102.047
968.5;1.05;99.8525
968.6;1.02;96.5606
968.7;1.04;97.6579
968.8;1.14;94.3661
968.9;0.98;97.6579
969.0;1.25;102.047
969.1;1.41;106.436
969.2;1.29;103.144
969.3;1.4;103.144
969.4;1.01;104.242
969.5;1.14;102.047
969.6;1.24;99.8525
969.7;1.01;99.8525
969.8;1.13;95.4634
969.9;0.82;94.3661
970.0;1.14;98.7552
970.1;0.71;100.95
970.2;0.78;106.436
970.3;1.73;99.8525
970.4;0.84;96.5606
970.5;0.58;95.4634
970.6;0.85;95.4634
970.7;0.94;96.5606
970.8;1.15;95.4634
970.9;1.12;97.6579
971.0;1.13;97.6579
971.1;1.02;98.7552
971.2;1.04;97.6579
971.3;1.16;100.95
971.4;0.92;103.144
971.5;1.11;106.436
971.6;1.14;104.242
971.7;1.22;103.144
971.8;1.13;105.339
971.9;1.22;102.047
972.0;1.13;100.95
972.1;0.98;102.047
972.2;1.16;103.144
972.3;1.05;103.144
972.4;1.01;100.95
972.5;0.98;100.95
972.6;1.18;98.7552
972.7;1.26;98.7552
972.8;1.08;97.6579
972.9;1.11;97.6579
973.0;1.18;97.6579
973.1;1.13;97.6579
973.2;1.02;98.7552
973.3;1.29;97.6579
973.4;1.19;96.5606
973.5;1.05;99.8525
973.6;1.43;105.339
973.7;1.56;103.144
973.8;1.27;103.144
973.9;1.26;100.95
974.0;1.02;100.95
974.1;1.04;95.4634
974.2;1.13;97.6579
974.3;0.8;97.6579
974.4;1.08;94.3661
974.5;0.83;95.4634
974.6;0.58;95.4634
974.7;0.84;96.5606
974.8;1.02;97.6579
974.9;0.8;97.6579
975.0;0.88;97.6579
975.1;0.93;99.8525
975.2;0.94;98.7552
975.3;0.97;99.8525
975.4;1.12;100.95
975.5;1.17;102.047
975.6;1.23;105.339
975.7;1.24;104.242
975.8;1.24;100.95
975.9;1.22;106.436
976.0;1.36;111.923
976.1;1.3;110.825
976.2;1.37;110.825
976.3;1.36;107.533
976.4;1.1;106.436
976.5;0.94;105.339
976.6;1.09;103.144
976.7;1.08;102.047
976.8;0.93;105.339
976.9;0.9;103.144
977.0;0.94;103.144
977.1;0.62;102.047
977.2;0.94;99.8525
977.3;0.94;103.144
977.4;0.97;104.242
977.5;1.01;102.047
977.6;1.05;103.144
977.7;1.21;106.436
977.8;1.16;108.631
977.9;1.31;105.339
978.0;1.2;105.339
978.1;0.71;104.242
978.2;1.26;107.533
978.3;1.35;107.533
978.4;1.15;107.533
978.5;1.04;106.436
978.6;1.16;103.144
978.7;1.12;102.047
978.8;1.1;103.144
978.9;1.01;97.6579
979.0;0.91;98.7552
979.1;1.16;100.95
979.2;0.83;100.95
979.3;0.98;102.047
979.4;1.09;98.7552
979.5;1.07;98.7552
979.6;1.08;99.8525
979.7;1.16;99.8525
979.8;1.19;103.144
979.9;0.97;100.95
980.0;0.97;102.047
980.1;1.11;98.7552
980.2;1.22;103.144
980.3;1.15;102.047
980.4;1.2;102.047
980.5;1.28;105.339
980.6;1.43;103.144
980.7;0.99;104.242
980.8;0.97;102.047
980.9;1.06;103.144
981.0;0.99;104.242
981.1;0.92;102.047
981.2;0.96;104.242
981.3;0.98;106.436
981.4;1.14;105.339
981.5;0.89;105.339
981.6;1.08;105.339
981.7;0.8;106.436
981.8;0.92;106.436
981.9;1.12;109.728
982.0;1.11;107.533
982.1;0.95;107.533
982.2;1.03;108.631
982.3;1.07;108.631
982.4;1;107.533
982.5;1.18;108.631
982.6;1.12;108.631
982.7;1.04;108.631
982.8;1.09;107.533
982.9;1.15;106.436
983.0;1.08;106.436
983.1;1.02;106.436
983.2;0.99;104.242
983.3;1.01;104.242
983.4;1.02;104.242
983.5;0.96;104.242
983.6;1.19;105.339
983.7;1.1;105.339
983.8;0.91;104.242
983.9;0.9;104.242
984.0;0.97;105.339
984.1;1.16;105.339
984.2;0.95;104.242
984.3;1.21;104.242
984.4;1.29;105.339
984.5;1.12;106.436
984.6;1.19;105.339
984.7;1.12;106.436
984.8;1.11;106.436
984.9;1.02;106.436
985.0;1.31;104.242
985.1;0.77;107.533
985.2;1.19;107.533
985.3;1.22;105.339
985.4;0.94;105.339
985.5;1.07;104.242
985.6;1.04;104.242
985.7;0.88;103.144
985.8;0.92;102.047
985.9;0.94;102.047
986.0;0.94;102.047
986.1;1.07;100.95
986.2;1.04;100.95
986.3;0.99;102.047
986.4;0.97;100.95
986.5;1.03;103.144
986.6;1.14;100.95
986.7;1.18;102.047
986.8;1.11;103.144
986.9;0.94;99.8525
987.0;1.02;98.7552
987.1;1.18;98.7552
987.2;1.19;98.7552
987.3;1.04;104.242
987.4;1.02;96.5606
987.5;1.03;97.6579
987.6;1.21;102.047
987.7;1.08;97.6579
987.8;1.28;99.8525
987.9;1.35;96.5606
988.0;0.96;96.5606
988.1;1.18;97.6579
988.2;1.1;94.3661
988.3;1.06;96.5606
988.4;1.08;96.5606
988.5;1.08;96.5606
988.6;1.07;96.5606
988.7;1.22;96.5606
988.8;0.98;98.7552
988.9;1.05;100.95
989.0;1.21;100.95
989.1;1.04;98.7552
989.2;1.23;98.7552
989.3;0.93;96.5606
989.4;1.12;97.6579
989.5;0.9;97.6579
989.6;0.77;95.4634
989.7;1.02;95.4634
989.8;1.14;96.5606
989.9;1.07;97.6579
990.0;1.05;104.242
990.1;0.91;104.242
990.2;1.09;103.144
990.3;1.37;102.047
990.4;1.04;103.144
990.5;1.04;103.144
990.6;1.16;102.047
990.7;1.32;103.144
990.8;1.16;102.047
990.9;1.15;102.047
991.0;1.12;98.7552
991.1;0.93;98.7552
991.2;0.94;98.7552
991.3;0.88;98.7552
991.4;1.02;97.6579
991.5;1.11;96.5606
991.6;1.03;96.5606
991.7;1.01;96.5606
991.8;0.95;98.7552
991.9;1.06;102.047
992.0;1.1;102.047
992.1;0.89;100.95
992.2;1.11;100.95
992.3;1.11;100.95
992.4;1.04;100.95
992.5;1.11;103.144
992.6;0.86;102.047
992.7;1.04;98.7552
992.8;1.04;99.8525
992.9;0.98;104.242
993.0;1.14;105.339
993.1;1.11;102.047
993.2;1.07;100.95
993.3;1.18;99.8525
993.4;1.07;103.144
993.5;1.1;103.144
993.6;1.08;99.8525
993.7;1.12;102.047
993.8;0.95;100.95
993.9;1.1;100.95
994.0;1.21;100.95
994.1;1.24;103.144
994.2;1.26;99.8525
994.3;1.09;104.242
994.4;1.05;105.339
994.5;1.22;103.144
994.6;1.16;102.047
994.7;1.07;102.047
994.8;1.02;98.7552
994.9;0.89;99.8525
995.0;1.14;102.047
995.1;1.04;99.8525
995.2;1.14;102.047
995.3;0.91;104.242
995.4;1.09;104.242
995.5;1.2;99.8525
995.6;1.06;102.047
995.7;0.92;100.95
995.8;1;102.047
995.9;1.05;102.047
996.0;1.03;103.144
996.1;0.97;104.242
996.2;1.02;105.339
996.3;1;102.047
996.4;0.92;103.144
996.5;1.01;100.95
996.6;1;103.144
996.7;1.05;104.242
996.8;0.98;102.047
996.9;1.06;103.144
997.0;1.1;100.95
997.1;1.03;102.047
997.2;1.08;103.144
997.3;1.17;100.95
997.4;1.14;104.242
997.5;1.03;105.339
997.6;1.16;104.242
997.7;1.14;104.242
997.8;1.17;103.144
997.9;1.17;106.436
998.0;1.23;105.339
998.1;1.17;105.339
998.2;1.11;105.339
998.3;1.19;104.242
998.4;1.1;103.144
998.5;0.89;102.047
998.6;0.94;102.047
998.7;1;99.8525
998.8;0.92;99.8525
998.9;0.9;96.5606
999.0;0.92;98.7552
999.1;1;99.8525
999.2;1.07;98.7552
999.3;1.1;99.8525
999.4;1.08;99.8525
999.5;0.97;99.8525
999.6;0.98;99.8525
999.7;1.23;102.047
999.8;1.33;103.144
999.9;0.88;105.339
1000.0;1.05;104.242
1000.1;1.23;103.144
1000.2;1.07;102.047
1000.3;1.15;104.242
1000.4;1.03;103.144
1000.5;1.23;106.436
1000.6;1.11;105.339
1000.7;1.07;104.242
1000.8;1.14;105.339
1000.9;1.01;102.047
1001.0;1.1;103.144
1001.1;1.08;103.144
1001.2;1.1;105.339
1001.3;1.12;103.144
1001.4;1.05;104.242
1001.5;1.19;103.144
1001.6;0.96;102.047
1001.7;0.86;103.144
1001.8;0.96;102.047
1001.9;1.06;103.144
1002.0;1.06;103.144
1002.1;1.02;103.144
1002.2;1;104.242
1002.3;1.03;102.047
1002.4;1.02;102.047
1002.5;1.03;102.047
1002.6;1.19;100.95
1002.7;1.1;102.047
1002.8;1.02;103.144
1002.9;1.07;102.047
1003.0;1.27;102.047
1003.1;1.4;102.047
1003.2;1.36;99.8525
1003.3;1.17;97.6579
1003.4;1.12;95.4634
1003.5;0.89;94.3661
1003.6;0.74;93.2688
1003.7;0.67;92.1715
1003.8;0.75;93.2688
1003.9;0.81;92.1715
1004.0;0.87;93.2688
1004.1;0.96;92.1715
1004.2;0.94;92.1715
1004.3;1.07;93.2688
1004.4;1.07;94.3661
1004.5;1.02;95.4634
1004.6;1.31;95.4634
1004.7;1.34;96.5606
1004.8;1.35;96.5606
1004.9;1.43;96.5606
1005.0;1.37;96.5606
1005.1;1.34;97.6579
1005.2;1.38;98.7552
1005.3;1.48;99.8525
1005.4;1.6;99.8525
1005.5;1.85;100.95
1005.6;1.62;100.95
1005.7;1.69;100.95
1005.8;1.77;99.8525
1005.9;1.79;100.95
1006.0;1.55;100.95
1006.1;1.51;100.95
1006.2;1.58;102.047
1006.3;1.6;103.144
1006.4;1.47;99.8525
1006.5;1.55;99.8525
1006.6;1.21;98.7552
1006.7;1.53;99.8525
1006.8;1.34;99.8525
1006.9;1.35;98.7552
1007.0;1.37;97.6579
1007.1;1.17;96.5606
1007.2;1.1;95.4634
1007.3;1.11;96.5606
1007.4;0.98;95.4634
1007.5;0.97;94.3661
1007.6;0.94;93.2688
1007.7;0.93;93.2688
1007.8;0.92;95.4634
1007.9;0.9;94.3661
1008.0;1.15;94.3661
1008.1;1;94.3661
1008.2;0.75;97.6579
1008.3;1.01;95.4634
1008.4;1;95.4634
1008.5;0.98;95.4634
1008.6;1.01;96.5606
1008.7;1.03;97.6579
1008.8;0.95;97.6579
1008.9;1.09;97.6579
1009.0;0.87;98.7552
1009.1;1.12;98.7552
1009.2;1.07;98.7552
1009.3;1;99.8525
1009.4;1.16;98.7552
1009.5;1.08;99.8525
1009.6;1.07;100.95
1009.7;0.99;104.242
1009.8;1.12;103.144
1009.9;1.09;103.144
1010.0;1.03;102.047
1010.1;1.02;100.95
1010.2;0.95;100.95
1010.3;0.88;100.95
1010.4;0.93;100.95
1010.5;0.97;100.95
1010.6;0.92;100.95
1010.7;0.91;99.8525
1010.8;1.05;99.8525
1010.9;1.07;103.144
1011.0;1.02;104.242
1011.1;1.18;107.533
1011.2;1.11;106.436
1011.3;1.12;105.339
1011.4;1.3;104.242
1011.5;1;104.242
1011.6;1.08;105.339
1011.7;1.21;105.339
1011.8;1.15;104.242
1011.9;1.3;104.242
1012.0;1.13;104.242
1012.1;1.06;104.242
1012.2;1.27;102.047
1012.3;1.18;100.95
1012.4;1.16;100.95
1012.5;1.23;102.047
